Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Ms,logHc,logTc,logER,logElong,logHV,logCost
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,3.07397482,3.094471129,1.601516784,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.852376287,3.094471129,1.601516784,1.149219113,2.449879339,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.878516051,3.094471129,1.60184279,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.544241727,3.094471129,1.60184279,1.093421685,2.342422681,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.10489663,3.094471129,1.60184279,0.913813852,2.303196057,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.056142262,3.094471129,1.60184279,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,2.053078443,3.094471129,1.60184279,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,1.983581187,3.094471129,1.60184279,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.26,1.979957893,3.094471129,1.60184279,0.866287339,2.339272519,1.368286885
49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.3,1.979957893,3.094471129,1.60184279,0.857332496,1.929418926,1.368286885
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,0,2.227886705,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.15490196,2.442479769,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.22184875,2.46686762,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.397940009,2.505149978,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.397940009,2.556302501,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.22184875,2.290034611,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.397940009,2.338456494,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.22184875,2.444044796,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.15490196,2.318063335,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.522878745,2.401400541,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.397940009,2.40654018,0.863917377
70.1,6.8,17.7,0,3,0,0,0,0,0,0,0,0,2.4,0,2.17,2.882928477,2.955206538,1.591287265,-0.301029996,2.431363764,0.863917377
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.602059991,2.342422681,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.602059991,2.338456494,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.568201724,2.342422681,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.806179974,2.357934847,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.342422681,2.365487985,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.505149978,2.380211242,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.612783857,2.423245874,0.475671188
85,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.846868828,2.994901978,1.418963831,0.770852012,2.434568904,0.475671188
83.4,0,11.5,0,1.2,0,1.8,0,0,0,0,0,2.1,0,0,2.22,2.85806174,2.992602114,1.419294722,-0.301029996,2.164352856,0.474216264
83.4,0,11.5,0,1.2,0,1.8,0,0,0,0,0,2.1,0,0,2.22,2.85806174,2.992602114,1.419294722,-0.397940009,2.303196057,0.474216264
81.6,0,11.4,0,1.2,0,1.8,0,0,0,0,0,0,0,4,2.2,1.877025616,2.981392708,1.416640507,0.414973348,2.336459734,0.477121255
81.6,0,11.4,0,1.2,0,1.8,0,0,0,0,0,0,0,4,2.2,1.877025616,2.981392708,1.416640507,-0.045757491,2.45484486,0.477121255
81.6,0,11.4,0,1.2,0,1.8,0,0,0,0,0,0,0,4,2.2,1.877025616,2.981392708,1.416640507,-0.301029996,2.499687083,0.477121255
82.5,0,11.4,0,1.7,0,0,0,0,0,0,0,0,0.4,4,2.2,1.823409015,2.98231647,1.44963265,0.342422681,2.348304863,0.514547753
82.5,0,11.4,0,1.7,0,0,0,0,0,0,0,0,0.4,4,2.2,1.823409015,2.98231647,1.44963265,0.380211242,2.439332694,0.514547753
82.5,0,11.4,0,1.7,0,0,0,0,0,0,0,0,0.4,4,2.2,1.823409015,2.98231647,1.44963265,0.255272505,2.462397998,0.514547753
81.7,0,11.1,0,0,0,0,0,0,0,0,0,0,0.4,6.8,2.16,1.786680453,2.975473168,1.292256071,0.255272505,2.342422681,0.328379603
81.7,0,11.1,0,0,0,0,0,0,0,0,0,0,0.4,6.8,2.16,1.786680453,2.975473168,1.292256071,-0.301029996,2.419955748,0.328379603
81.7,0,11.1,0,0,0,0,0,0,0,0,0,0,0.4,6.8,2.16,1.786680453,2.975473168,1.292256071,-0.301029996,2.389166084,0.328379603
81.6,0,11.5,0,1.2,5.4,0,0,0,0,0,0,0.2,0.1,0,2.25,2.659269504,2.990631838,1.672282625,0.322219295,2.206825876,0.519827994
81.6,0,11.5,0,1.2,5.4,0,0,0,0,0,0,0.2,0.1,0,2.25,2.659269504,2.990631838,1.672282625,0.204119983,2.26245109,0.519827994
81.6,0,11.5,0,1.2,5.4,0,0,0,0,0,0,0.2,0.1,0,2.25,2.659269504,2.990631838,1.672282625,0.322219295,2.29666519,0.519827994
70.7,6.8,17.7,0,3,0,0,0,0,0,0,0,0,1.8,0,2.18,2.909796643,2.95724802,1.592842683,0.113943352,2.444044796,0.860338007
71.3,6.8,17.7,0,3,0,0,0,0,0,0,0,0,1.2,0,2.18,2.905428868,2.958148023,1.592953572,0.113943352,2.484299839,0.85672889
71.8,6.9,17.7,0,3,0,0,0,0,0,0,0,0,0.6,0,2.18,2.887628551,2.961345145,1.592509848,0.361727836,2.5289167,0.854913022
72.6,6.8,17.6,0,2.4,0,0,0,0,0,0,0,0,0.6,0,2.18,2.863007436,2.964504765,1.537693194,0.462397998,2.557507202,0.829303773
73.3,6.8,17.5,0,1.8,0,0,0,0,0,0,0,0,0.6,0,2.18,2.851099282,2.967037568,1.490800952,0.568201724,2.546542663,0.803457116
74.9,6.8,14.7,0,3,0,0,0,0,0,0,0,0,0.6,0,2.21,2.859156317,2.98700449,1.585235063,0.397940009,2.557507202,0.828015064
76.2,6.8,14.6,0,1.8,0,0,0,0,0,0,0,0,0.6,0,2.22,2.863750994,2.990134537,1.49037992,0.544068044,2.484299839,0.775974331
86.9,0,9.7,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.809802044,3.000442755,1.416307587,0.544068044,2.342422681,0.436162647
86,0,10.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.827821428,2.997565483,1.419460073,0.62324929,2.348304863,0.456366033
84,0,12.6,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.868115205,2.991863754,1.419790586,0.568201724,2.403120521,0.495544338
82.1,0,14.5,0,1.2,0,1.8,0,0,0,0,0,0,0.4,0,2.24,2.895604845,2.985255777,1.419955748,0.633468456,2.356025857,0.530199698
84.3,0,11.7,0,1.8,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.854129859,2.994088285,1.478277832,0.73239376,2.361727836,0.531478917
83.7,0,11.7,0,2.4,0,1.8,0,0,0,0,0,0,0.4,0,2.26,2.859534568,2.993973806,1.541204691,0.342422681,2.394451681,0.5774918
85.2,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.2,0,2.26,2.850364373,2.994994247,1.419955748,0.832508913,2.282780668,0.474216264
85.3,0,11.6,0,1.2,0,1.8,0,0,0,0,0,0,0.1,0,2.26,2.849185925,2.995104066,1.419955748,0.707570176,2.348304863,0.472756449
82.1,0,11.4,0,1.2,0,1.3,0,0,0,0,0,0,0,4,2.2,1.881669908,2.981895587,1.413634997,-0.522878745,2.424881637,0.472756449
81.2,0,11.4,0,1.2,0,2.2,0,0,0,0,0,0,0,4,2.2,1.864392405,2.98126123,1.420945406,-0.15490196,2.451786436,0.481442629
82.6,0,11.4,0,1.2,0,1.8,0,0,0,0,0,0,0,3,2.22,1.886659898,2.984581316,1.41763774,-0.045757491,2.428134794,0.475671188
80.9,0,11.3,0,1.2,0,1.7,0,0,0,0,0,0,0,4.9,2.19,1.876391062,2.978983516,1.41447195,-0.301029996,2.481442629,0.477121255
83.1,0,11.3,0,0,0,1.7,0,0,0,0,0,0,0,3.9,2.2,1.860697274,2.982773096,1.32756326,0.556302501,2.372912003,0.338456494
80.3,0,14.1,0,0,0,1.7,0,0,0,0,0,0,0,3.9,2.21,1.885417765,2.969835093,1.323045735,0.477121255,2.401400541,0.411619706
82.7,0,11.3,0,0,0,1.7,0,0,0,0,0,0,0.4,3.9,2.21,1.859738566,2.982596832,1.32756326,0.447158031,2.396199347,0.346352974
80.7,0,11.3,0,1.7,0,0,0,0,0,0,0,0,0.4,5.9,2.18,1.814780146,2.975633973,1.444981112,-0.397940009,2.5289167,0.517195898
81.4,0,11.2,0,1.1,0,0,0,0,0,0,0,0,0.4,5.9,2.18,1.814513952,2.976936591,1.393926007,-0.096910013,2.450249108,0.459392488
82.7,0,11.1,0,0,0,0,0,0,0,0,0,0,0.4,5.8,2.18,1.794348604,2.98065319,1.294245716,0.602059991,2.419955748,0.324282455
83.5,0,11.2,0,0,0,0,0,0,0,0,0,0,0.4,4.9,2.19,1.805568818,2.981206813,1.295127085,0.653212514,2.403120521,0.324282455
79.8,0,14,0,0,0,0,0,0,0,0,0,0,0.4,5.8,2.19,1.824256038,2.962695999,1.289365952,0.491361694,2.439332694,0.403120521
93.77,0,0,0,0,0,0,0,0,0,0,0,6.23,0,0,2.03,2.202978461,3.015778756,1.211120541,1.602059991,2.42375362,-0.327902142
92.8,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,2.01,2.234466663,3.016197354,1.222456337,1.602059991,2.42375362,-0.327902142
90,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.94,2.331811816,3.009450896,1.243286146,1.602059991,2.42375362,-0.30980392
93.17,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,2.01,1.31827208,3.009450896,1.211654401,0.477121255,2.378615902,-0.327902142
90.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45,1.93,1.366982976,3.004536318,1.230959556,0.477121255,2.361992109,-0.30980392
0,95.43,0,0,0,0,0,0,0,0,0,0,0,0,4.57,1.56,1.481299273,3.089905111,0.933487288,0.477121255,2.396077239,1.506640306
0,97.74,0,0,0,0,0,0,0,0,0,0,0,0,2.26,1.7,1.519434195,3.119090852,0.911690159,0.477121255,2.344667305,1.511348515
0,98,0,0,0,0,0,0,0,0,0,0,2,0,0,1.74,3.11414041,3.120902818,0.91750551,1.431363764,2.418135498,1.512016969
0,96.6,0,0,0,0,0,0,0,0,0,0,3.4,0,0,1.65,3.073032467,3.102776615,0.942008053,1.556302501,2.423606271,1.509336958
0,95.5,0,0,0,0,0,0,0,0,0,0,4.5,0,0,1.58,3.050781766,3.0923697,0.960470778,1.72427587,2.42375362,1.507180977
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6,2.979971537,3.102090526,1.317645543,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.64,2.85695836,3.102090526,1.317645543,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.62,2.735846313,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.59,3.001162352,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.62,2.867402663,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.63,2.740899304,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.57,3.093915239,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6,3.053078443,3.102090526,1.317645543,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.64,2.942181736,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.56,3.121681285,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6,3.102461148,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.61,3.08661606,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,3.112976808,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.55,3.165134477,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.59,3.203555033,3.102090526,1.317436497,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.47,3.101093767,3.102090526,1.317645543,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.52,3.150722677,3.102090526,1.316808752,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.57,3.213390239,3.102090526,1.316808752,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.46,3.050932424,3.102090526,1.316808752,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,3.083488286,3.102090526,1.316808752,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.52,3.162053347,3.102090526,1.315550534,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.45,2.90683048,3.102090526,1.314709693,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,2.90683048,3.102090526,1.314709693,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,3.030158323,3.102090526,1.314709693,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.46,2.515688435,3.102090526,1.314709693,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,2.515688435,3.102090526,1.314709693,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5,2.568248672,3.102090526,1.314709693,1.698970004,2.476831629,1.492201451
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.200626182,3.143951116,0.876794976,1.204119983,2.354108439,1.515873844
0.5,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.178579861,3.14178203,0.924795996,1.361727836,2.398374086,1.513883186
1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,3.160807551,3.141449773,0.972202838,0.84509804,2.352645519,1.511749711
1.5,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.139570565,3.1396241,0.996949248,1.431363764,2.371732655,1.509740016
2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,3.102934262,3.138618434,1.014520539,1.414973348,2.294466226,1.507720977
3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,3.06761385,3.136086097,1.044147621,1.556302501,2.319418389,1.503518313
4,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,3.043047743,3.133219457,1.063333359,1.633468456,2.247973266,1.499274582
5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,3.030567341,3.130655349,1.084933575,1.72427587,2.212187604,1.494988974
6,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,3.024756504,3.127752516,1.098989639,1.707570176,2.212187604,1.490660653
7,93,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,3.025539338,3.124830149,1.115277591,1.748188027,2.136720567,1.486288761
8,92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,3.010380531,3.122215878,1.13481437,1.72427587,2.123851641,1.482015576
9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,3.00828072,3.119255889,1.157456768,1.73239376,2.18763351,1.477555332
10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,2.998215732,3.116607744,1.1775365,1.698970004,2.10720997,1.473048805
11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,3.001032393,3.113609151,1.182129214,1.662757832,2.163131546,1.468495025
12.5,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,2.997290252,3.109102486,1.187520721,1.662757832,2.145072038,1.461498527
15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,3.085665116,3.102090526,1.205204364,1.643452676,2.093421685,1.44963265
86,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.673085447,3.018700499,1.32776749,1.602059991,2.729974286,0.641474111
86,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.673085447,3.018700499,1.32776749,1.602059991,2.673020907,0.641474111
54,36,10,0,0,0,0,0,0,0,0,0,0,0,0,2.23,3.019386342,3.086003706,1.193402903,1.84509804,2.715167358,1.140193679
54,36,10,0,0,0,0,0,0,0,0,0,0,0,0,2.23,3.019386342,3.086003706,1.193402903,1.84509804,2.655138435,1.140193679
41,33,26,0,0,0,0,0,0,0,0,0,0,0,0,2.07,3.097926808,2.996257676,1.276921132,0.740362689,2.545307116,1.173768823
41,33,26,0,0,0,0,0,0,0,0,0,0,0,0,2.07,3.097926808,2.996257676,1.276921132,0.740362689,2.59439255,1.173768823
34,28,38,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.916559219,2.972952252,1.232233521,0.889301703,2.51054501,1.172310969
34,28,38,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.916559219,2.972952252,1.232233521,0.889301703,2.521138084,1.172310969
19,17,64,0,0,0,0,0,0,0,0,0,0,0,0,1.18,2.251954398,2.797959644,1.090963077,1.643452676,2.532754379,1.167317335
19,17,64,0,0,0,0,0,0,0,0,0,0,0,0,1.18,2.251954398,2.797959644,1.090258053,1.643452676,2.532754379,1.167317335
22,68,10,0,0,0,0,0,0,0,0,0,0,0,0,2.02,3.127477354,3.143951116,1.169968174,1.643452676,2.580924976,1.381295623
22,68,10,0,0,0,0,0,0,0,0,0,0,0,0,2.02,3.127477354,3.143951116,1.170261715,1.643452676,2.56937391,1.381295623
3,93,4,0,0,0,0,0,0,0,0,0,0,0,0,1.78,2.898949948,3.143951116,1.108903128,1.72427587,2.382017043,1.493039588
3,93,4,0,0,0,0,0,0,0,0,0,0,0,0,1.78,2.898949948,3.143951116,1.108903128,1.72427587,2.382017043,1.493039588
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.595496222,3.018700499,1.048441804,1.602059991,2.307496038,-0.37675071
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,3.200626182,3.143951116,0.892651034,0.84509804,2.173186268,1.515873844
0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.6,2.201205883,2.797959644,1.089905111,1.84509804,2.344392274,1.1430148
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.59,2.712363444,3.102090526,1.315130317,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.62,2.630763383,3.102090526,1.314920056,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.61,2.898615497,3.102090526,1.314920056,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.65,3.116956235,3.102090526,1.314920056,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6,3.221351632,3.102090526,1.314920056,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.63,3.187021277,3.102090526,1.317018101,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.62,3.153159118,3.102090526,1.31993844,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6,3.053689101,3.102090526,1.31993844,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.59,2.807663539,3.102090526,1.31993844,1.698970004,2.476831629,1.492201451
12,85,0,0,0,0,0,0,0,0,0,3,0,0,0,1.59,1.957703042,3.102090526,1.31993844,1.698970004,2.476831629,1.492201451
11.5,82.5,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.182083526,3.087781418,1.223236273,1.698970004,2.42373725,1.449478399
11.5,82.5,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,2.878969646,3.087781418,1.223236273,1.698970004,2.42373725,1.449478399
11.5,82.5,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.18022913,3.087781418,1.223236273,1.698970004,2.42373725,1.449478399
11.5,82.5,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.411737522,3.087781418,1.223236273,1.698970004,2.42373725,1.449478399
11.5,82.5,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.151942606,3.087781418,1.223236273,1.698970004,2.42373725,1.449478399
11.5,80.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0.82,3.395869577,3.08849047,1.226084116,1.698970004,2.42375362,1.443732241
11.5,80.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0.82,3.193046641,3.08849047,1.225050696,1.698970004,2.42375362,1.443732241
11.5,80.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0.82,3.347948323,3.08849047,1.225050696,1.698970004,2.42375362,1.443732241
11.5,80.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0.82,3.671642072,3.08849047,1.225050696,1.698970004,2.42375362,1.443732241
11.5,80.5,0,0,0,0,0,0,0,0,0,0,0,8,0,0.82,3.186572134,3.08849047,1.225050696,1.698970004,2.42375362,1.443732241
11.25,78.75,0,0,0,0,0,0,0,0,0,0,0,10,0,0.67,3.399138743,3.083144143,1.223495941,1.698970004,2.42375362,1.439016728
11.25,78.75,0,0,0,0,0,0,0,0,0,0,0,10,0,0.67,3.281001533,3.083144143,1.224274014,1.698970004,2.42375362,1.439016728
11.25,78.75,0,0,0,0,0,0,0,0,0,0,0,10,0,0.67,3.347948323,3.083144143,1.224014811,1.698970004,2.42375362,1.439016728
11.25,78.75,0,0,0,0,0,0,0,0,0,0,0,10,0,0.67,3.57958126,3.083144143,1.224014811,1.698970004,2.42375362,1.439016728
11.25,78.75,0,0,0,0,0,0,0,0,0,0,0,10,0,0.67,3.186572134,3.083144143,1.224014811,1.698970004,2.42375362,1.439016728
12.25,85.75,0,0,0,0,0,0,0,0,0,0,0,2,0,1.61,2.698057027,3.104145551,1.203848464,1.662757832,2.3586961,1.457124626
12.25,85.75,0,0,0,0,0,0,0,0,0,0,0,2,0,1.61,2.743400001,3.104145551,1.203848464,1.662757832,2.3586961,1.457124626
12.25,85.75,0,0,0,0,0,0,0,0,0,0,0,2,0,1.61,2.834274431,3.104145551,1.203848464,1.662757832,2.3586961,1.457124626
12.25,85.75,0,0,0,0,0,0,0,0,0,0,0,2,0,1.61,2.645864199,3.104145551,1.203848464,1.662757832,2.3586961,1.457124626
12,85,0,0,0,0,0,0,0,0,0,0,0,3,0,1.54,2.698057027,3.102090526,1.207634367,1.698970004,2.412208466,1.455606113
12,85,0,0,0,0,0,0,0,0,0,0,0,3,0,1.54,3.044116234,3.102090526,1.207634367,1.698970004,2.412208466,1.455606113
12,85,0,0,0,0,0,0,0,0,0,0,0,3,0,1.54,3.076880641,3.102090526,1.207634367,1.698970004,2.412208466,1.455606113
12,85,0,0,0,0,0,0,0,0,0,0,0,3,0,1.54,3.091962248,3.102090526,1.20871002,1.698970004,2.412208466,1.455606113
12,85,0,0,0,0,0,0,0,0,0,0,0,3,0,1.54,2.850180451,3.102090526,1.20871002,1.698970004,2.412208466,1.455606113
12,84,0,0,0,0,0,0,0,0,0,0,0,4,0,1.46,2.698057027,3.098989639,1.214843848,1.698970004,2.422392836,1.452706227
12,84,0,0,0,0,0,0,0,0,0,0,0,4,0,1.46,3.090000434,3.098989639,1.214843848,1.698970004,2.422392836,1.452706227
12,84,0,0,0,0,0,0,0,0,0,0,0,4,0,1.46,3.252586064,3.098989639,1.214313897,1.698970004,2.422392836,1.452706227
12,84,0,0,0,0,0,0,0,0,0,0,0,4,0,1.46,3.201820287,3.098989639,1.214313897,1.698970004,2.422392836,1.452706227
12,84,0,0,0,0,0,0,0,0,0,0,0,4,0,1.46,2.847733022,3.098989639,1.214313897,1.698970004,2.422392836,1.452706227
11.75,82.25,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,2.8753044,3.093771781,1.221153322,1.698970004,2.42373725,1.448242413
11.75,82.25,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.444857946,3.093771781,1.221153322,1.698970004,2.42373725,1.448242413
11.75,82.25,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.528053679,3.093771781,1.222456337,1.698970004,2.42373725,1.448242413
11.75,82.25,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.504692371,3.093771781,1.222456337,1.698970004,2.42373725,1.448242413
11.75,82.25,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.450529307,3.093771781,1.222456337,1.698970004,2.42373725,1.448242413
11.75,82.25,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2,3.116428411,3.093771781,1.222456337,1.698970004,2.42373725,1.448242413
48.94,48.75,0,1.9,0,0,0,0.05,0.01,0,0,0.3,0,0,0.05,2.37,-1.22184875,3.094471129,1.60991441,1.120573931,2.567438103,1.366422957
48.94,48.75,0,1.9,0,0,0,0.05,0.01,0,0,0.3,0,0,0.05,2.4,-1.22184875,3.094471129,1.60991441,1.120573931,2.567438103,1.366422957
